repository,language,community,continuous_integration,documentation,history,management,license,unit_test,pull,dependency,releases,size,weight-based score,Engineered Project
luvit/luv,C,4,1,0.086158977,11.68085106,2.053191489,1,0.008858603,0.996677741,0.714285714,0,26304,60,project
wikimatze/hammer.vim,CSS,4,0,0.060194998,4.391304348,0.739130435,1,0,1,0,0,4434,30,project
mickgeek/yii2-actionbar,PHP,3,0,0.290423862,0.372093023,0.11627907,1,0,1,0,0,904,20,project
MyCATApache/Mycat-Server,Java,21,1,0.230323855,39.56521739,20.62318841,1,0.092833458,0.994764398,0,0,211898,70,project
mbroadst/qamqp,C++,4,1,0.058759858,5.123076923,0.6,1,0.22295309,0.833333333,0,0,12174,40,project
ReactiveX/RxJava,Java,12,1,0.198720471,57.22772277,0.099009901,1,0.662642109,0,0.724137931,0,639506,75,project
equialgo/data-science-box,Shell,1,0,0.022413793,14.46153846,0.076923077,1,0,1,0.7,0,1134,40,project
SAP/connect-openui5,JavaScript,3,1,0.022576361,2.521126761,0.112676056,1,0,0.983739837,0.615071283,1,7360,20,project
apache/reef,Java,15,1,0.362446765,40.76842105,0.063157895,1,0.164532422,0.857142857,0,1,395816,70,project
node-file-api/FormData,JavaScript,1,0,0.126760563,4,0,1,0,1,1,0,372,45,project
shanelau/zhihu,JavaScript,4,1,0.12945265,1.615384615,0.326923077,1,0,1,0.181818182,0,2004,30,project
djensen47/bayareabeerbloggers.com,CSS,1,0,0.063924995,13.75,0,1,0,1,0.666666667,0,8786,35,project
apache/lucenenet,C#,4,0,0.244643244,31.96610169,0.378531073,1,0.31780571,0.984162896,0.475409836,1,1261124,60,project
rust-lang/rust-by-example,NULL,59,1,0,29.51315789,6.368421053,1,0,0.995221027,1,0,17624,60,project
ContributorCovenant/contributor_covenant,CSS,91,0,0.008974048,19.7721519,2.341772152,1,0,0.970204842,0,0,8172,50,project
apache/commons-text,Java,9,1,0.403104055,18.02898551,2.260869565,1,0.603722015,0.97254902,0.25,0,53612,80,project
jawu/meap_smtp,Python,1,0,0.115044248,5,0.333333333,1,0,1,0,0,400,40,project
abel533/Mapper,Java,1,1,0.337606234,10.44117647,10.41176471,1,0.336185126,0.79047619,0,1,46920,50,project
joeyespo/pytest-watch,Python,3,0,0.165848871,3.452830189,1.301886792,1,0,0.893333333,0,0,1700,40,project
dotnet/orleans,C#,17,0,0.118467438,72.47058824,8.014705882,1,0.235209019,0,0,1,546626,65,project
rust-bio/rust-htslib,Rust,5,0,0.032314321,8.848484848,1.333333333,1,0,0.965189873,0.25,0,94330,60,project
freenet/pyFreenet,Python,4,0,0.396512754,5.248587571,0.050847458,1,0.330916785,0.935483871,0,1,74760,50,project
grpc/grpc,C++,31,1,0.172189445,677.1304348,6.710144928,1,0.153666183,0,0.018404908,1,1289156,75,project
PMSI-AlignAlytics/scrollgrid,JavaScript,1,1,0.130107527,5.380952381,0.476190476,1,0,1,0.176470588,0,69574,50,project
java-decompiler/jd-gui,Java,2,0,0.141259361,4.438596491,4.807017544,1,0.012859304,0.716981132,0.5,1,34858,60,project
chrishantha/jfr-flame-graph,Java,2,1,0.210838901,1.811320755,0.245283019,1,0.100934579,0.866666667,0.666666667,1,2126,40,project
dermotte/LIRE,Java,4,1,0.333876367,4.315217391,0.597826087,1,0.274358049,0.970588235,0.282051282,0,104676,60,project
Stratio/cassandra-lucene-index,Java,2,0,0.28586884,35.93548387,9.258064516,1,0.690249164,0.974248927,0,1,79210,50,project
hammerlab/spree,JavaScript,1,0,0.008389803,67,12.4,1,0,0.588235294,0,0,6146,30,project
influxdata/telegraf,Go,109,1,0.03939664,78.06153846,13.6,1,0,0,0.135964912,1,551882,55,project
vega/datalib,JavaScript,2,1,0.033713761,5.671875,0.703125,1,0,0.974137931,0,1,14732,30,project
locationtech/sfcurve,Scala,3,1,0.190207156,0.803571429,0.089285714,1,0,0.964285714,0,1,3440,20,project
simnalamburt/xmath,Rust,2,1,0.007717303,8.909090909,0.909090909,1,0,1,0,0,4886,30,project
apache/couchdb-nano,JavaScript,14,1,0.09652989,7.866666667,1.238095238,1,0,0.97740113,0.959210526,0,29108,70,project
trustedanalytics/atk,Scala,9,0,0.350269788,106.7058824,28.70588235,1,0,0.978823529,0,1,168822,60,project
mesosphere/marathon-example-plugins,Scala,6,0,0.031205674,1.027777778,0.388888889,1,0,1,0,0,1366,30,project
sdkman/sdkman-cli,Gherkin,1,1,0.091825711,13.46875,6.229166667,1,0,0.958860759,0.933333333,0,10088,50,project
graphql-python/graphql-core,Python,1,1,0.109837919,24.84,3,1,0.662217063,1,0.727272727,0,218914,60,project
srvk/eesen,C++,7,0,0.22339038,6.446808511,3.29787234,1,0,0.983471074,0,0,136952,60,project
cloudant-labs/spark-cloudant,Jupyter Notebook,5,0,0.764324007,7,2.192307692,1,0,1,0,1,11254,60,project
GoogleCloudPlatform/dataproc-initialization-actions,Shell,25,0,0.118040685,9.775862069,3.948275862,1,0,0.994344958,0,0,26360,60,project
getredash/redash,JavaScript,12,0,0.027438843,87.06097561,4.719512195,1,0,0,0.201151395,0,229398,55,project
spinnaker/deck,TypeScript,18,0,0.0181041,181.4794521,0.328767123,1,0,0,0,0,486064,45,project
kadron/splendor-prolog,Prolog,5,0,0.043175487,65,15,1,0,1,0,0,5496,50,project
facebookarchive/hive-dwrf,Java,4,0,0.215944406,11.36,1,1,0.304103113,1,0,0,36330,50,project
influxdata/influxdb,Go,38,1,0.061966597,383.247191,0,1,0,0,0.198198198,0,1271236,50,project
influxdata/telegraf,Go,109,1,0.03939664,78.06153846,13.6,1,0,0,0.135964912,1,551882,55,project
beetbox/beets,Python,37,1,0.175304898,65.44217687,3.176870748,1,0.430996567,0,0,0,124016,65,project
debezium/debezium,Java,7,1,0.183398415,60.05263158,0.298245614,1,0.413407923,0,0.207920792,1,310338,75,project
stjohnjohnson/smartthings-mqtt-bridge,Groovy,5,1,0.119496855,3.558823529,4.941176471,1,0,0.897727273,0.3125,0,2520,70,project
jfree/jfreechart,Java,1,0,0.487842295,25.32692308,0.705128205,1,0.299298691,0.835164835,0,1,267080,50,project
melpa/melpa,Emacs Lisp,360,1,0.073770492,103.953271,8.102803738,1,0,0,0.125,0,7684,65,project
unhidea/source.unhidea.github.io,Ruby,1,0,0.145387701,13,0,1,0,1,0,0,5114,35,project
chemdemo/webpack-seed,JavaScript,1,0,0.315429417,7.071428571,2,1,0,0.95,0.363636364,0,29620,50,project
adjust/istore,TSQL,2,1,0.069807163,4.152777778,0.152777778,1,0,0.980392157,0.736842105,0,33766,50,project
opencontainers/image-spec,Go,10,1,0.130813953,22.47826087,4.695652174,1,0,0.992402659,0.25,1,8372,70,project
cescoffier/vertx-microservices-workshop,Java,3,0,0.141035985,3.953488372,0.418604651,1,0.161957619,0.960784314,0.496774194,0,127752,60,project
elastic/rally,Python,4,0,0.12779796,33.0877193,10.29824561,1,0.5167351,0.997807018,0.071428571,0,80192,60,project
apache/apex-core,Java,8,1,0.182817863,85.01388889,8.416666667,1,0.306253149,0.998141264,0,0,175230,70,project
OneSignal/OneSignal-Android-SDK,Java,5,1,0.180758017,14.71875,11.671875,1,0.309474517,0.992997199,0.583333333,0,70812,80,project
apache/tinkerpop,Java,3,1,0.099445312,197.8809524,0.130952381,1,0.437421978,0,0.051329623,0,1238106,55,project
VanRoy/spring-data-jest,Java,1,0,0.13193636,2.36,2.18,1,0.365105301,0.981481481,0,1,13422,30,project
apache/incubator-edgent,Java,7,1,0.371758913,36.78947368,9.236842105,1,0.40488527,0.992592593,0.214285714,1,80636,80,project
apache/commons-rng,Java,2,1,0.436252947,24.29166667,1.604166667,1,0.386863658,1,0,1,60746,50,project
conda-forge/fastavro-feedstock,Python,4,0,0.044189853,5,0.041666667,1,0,1,0.869565217,0,2336,40,project
Azure/batch-shipyard,Python,1,1,0.163979243,23.025,7.325,1,0,0.970873786,0.098837209,1,138226,50,project
trainline-eu/stations,Ruby,18,0,0.045714286,26.44615385,0.292307692,1,0.588928151,0.998288648,0,0,2004,60,project
ray-project/ray,Python,29,1,0.206428589,105.5818182,0,1,0.163054314,0,0.462953162,1,572830,70,project
soabase/exhibitor,Java,1,1,0.279260251,10.42307692,3.038461538,1,0.148232964,0.947565543,0.5,0,55964,60,project
danburkert/ksql,Rust,2,1,0.211338963,2,0.464285714,1,0,0.8,0,1,6538,20,project
alpaca-lang/alpaca,Erlang,3,1,0.096362177,23.23684211,2.868421053,1,0,1,1,0,27026,50,project
asobti/kube-monkey,Go,6,1,0.073326117,9.19047619,1.928571429,1,0,0.945273632,0.227586207,0,3741140,70,project
apache/incubator-weex,C++,28,1,0.242770764,226.4150943,16.71698113,1,0.139889971,0,0.177397125,1,911704,75,project
ZEPL/zeppelin,NULL,3,0,0,52.36666667,9.866666667,0,0,1,0,1,20,30,project
nodemailer/smtp-server,JavaScript,3,1,0.101533966,2.609375,1.8125,1,0,0.971014493,0.428571429,0,7380,30,project
martin-gorner/tensorflow-rnn-shakespeare,Python,2,0,0.336945813,2.333333333,3.444444444,1,0.246575342,0.857142857,0,0,1346,30,project
Marcnuth/AnomalyDetection,Python,3,0,0.382289417,2.206896552,0.793103448,1,0.415770609,0.913043478,0,0,1144,30,project
jvm-profiling-tools/honest-profiler,Java,5,1,0.262565274,11.63934426,2.606557377,1,0.12694522,0.96373057,1,0,45190,80,project
swagger-api/swagger-core,Java,12,0,0.089372705,35.33027523,4.706422018,1,0.325197876,0.956218905,0.1125,0,127486,80,project
apache/openwhisk-client-js,JavaScript,10,1,0.063271605,4.673469388,2,1,0,1,0.422852377,0,23066,60,project
apache/carbondata,Scala,34,0,0.192314019,86.72222222,2.12962963,1,0,0.603448276,0,0,657962,60,project
AbsaOSS/spline,Scala,7,0,0.173867938,31.05128205,10.17948718,1,0,0.998349835,0.444860449,0,58928,70,project
apache/metron,Java,11,1,0.174678563,27.41509434,0.471698113,1,0.397899395,0.264705882,0.684691694,0,666934,75,project
kubernetes/website,HTML,630,0,0.006081697,339.6,10.61818182,1,0,0,0.007751938,1,1211000,55,project
JNOSQL/jnosql.github.io,HTML,2,0,0.172789066,3.760869565,0.108695652,1,0,0.976744186,0.018189334,0,319090,50,project
victims/victims-plugin-ant-legacy,Java,1,1,0.384571753,1.709090909,0.018181818,1,0.140046296,1,0,0,2170,30,project
apache/predictionio-sdk-php,PHP,12,1,0.325232309,1.575757576,0.409090909,1,0.558974359,0.931818182,0.454545455,1,1888,60,project
apache/incubator-heron,Java,26,1,0.252971158,55.96428571,17.58928571,1,0.286305554,0,0.154698942,0,484248,75,project
antirez/redis-doc,Ruby,102,0,9.85E-05,24.59663866,1.336134454,1,0,0.963855422,0.147766323,0,60904,60,project
mesos/spark,Scala,19,0,0,85.39583333,16.5,0,0,0.991052994,0,1,20,50,project
Cocoanetics/DTCoreText,Objective-C,2,1,0.048914381,24.40869565,7.52173913,1,0.000813297,1,0,1,200972,30,project
Theano/Theano,Python,29,1,0.282178308,186.2450331,3.781456954,1,0.683430035,0,0.102040816,1,313846,75,project
gradle/gradle,Groovy,26,1,0.187388925,535.6266667,0,1,0,0,0.734525939,1,2812954,60,project
FreeRDP/FreeRDP,C,18,1,0.125721921,132.0727273,3.390909091,1,0.133388865,0,0.357142857,1,791720,75,project
mikeal/watch,JavaScript,12,0,0.073786408,1.829268293,0.926829268,1,0,0.879032258,0.2,0,954,50,project
github/hubot-scripts,CoffeeScript,250,0,0.29356132,53.11290323,3.516129032,1,0,0,0.5,0,41232,65,project
ServiceStack/ServiceStack,C#,1,0,0.096444619,83.84285714,6.2,1,0.255863539,0.999365482,0,1,991746,50,project
cbeust/jcommander,Java,4,1,0.19867374,8.158333333,2.675,1,0.504001123,0.905594406,0.333333333,1,24168,60,project
texane/stlink,C,32,1,0.104531686,13.69565217,4.947826087,1,0.08487888,0.997624703,1,0,30154,80,project
basho/riak_core,Erlang,25,1,0.215332164,16.78333333,1.708333333,1,0,0.99847793,0.666666667,1,63522,70,project
BradLarson/GPUImage,Objective-C,24,1,0.053247834,21.21568627,17.64705882,1,0.000577912,0.872992701,0,0,106894,50,project
lincolnloop/python-qrcode,Python,5,0,0.12423714,2.151260504,0.966386555,1,0.228141285,0.75,0,0,4018,50,project
scobal/seyren,Java,4,1,0.12115022,10.84745763,4.559322034,1,0.324181324,0.949832776,0.083333333,1,22372,60,project
rest-assured/rest-assured,Java,1,1,0.368385595,16.90598291,10.12820513,1,0.555617663,0.964912281,0,0,103130,50,project
hazelcast/hazelcast,Java,22,0,0.224393331,217.6785714,5.535714286,1,0.485779903,0,1,1,1730470,75,project
scalatra/scalatra,Scala,7,1,0.133079481,25.83458647,3.142857143,1,0,0.994836489,0.428571429,0,35972,70,project
erlang/otp,Erlang,19,1,0.141700273,310.379845,0.364341085,1,0,0,0,1,5001570,55,project
davidmoreno/onion,C,2,1,0.243588282,10.49107143,1.267857143,1,0.199448745,0.982905983,0,1,53088,50,project
plessl/wkpdf,Ruby,1,0,0.151424288,2.436619718,0.591549296,1,0.006116208,1,0,0,2264,30,project
metajack/strophejs-plugins,JavaScript,10,0,0.20626935,9.369565217,1.043478261,1,0,0.966442953,0,0,24612,60,project
scipy/scipy,Python,69,1,0.383889167,103.0255319,0,1,0.000253833,0,0.525641026,1,778424,60,project
ggreer/the_silver_searcher,C,13,1,0.058752636,19.95145631,7.339805825,1,0.061750246,0.901811249,0,1,12496,60,project
AxonFramework/AxonFramework,Java,8,1,0.357362599,50.28571429,6.714285714,1,0.467251134,0.991589571,0,1,204716,70,project
pycassa/pycassa,Python,5,1,0.159983155,10.96428571,1.773809524,1,0.326817164,0.988372093,0,0,35904,70,project
basho/basho_bench,Erlang,26,1,0.193379791,7.382022472,0.483146067,1,0,0.987767584,1,1,12964,70,project
raycmorgan/Mu,JavaScript,7,0,0.09287257,1.041666667,0.736111111,1,0,0.88372093,1,0,1680,50,project
winterstein/Eclipse-Markdown-Editor-Plugin,Java,6,1,0.331888911,0.9,0.6,1,0,0.956521739,0,0,6784,40,project
tjake/Solandra,Java,2,0,0.226388976,12.65714286,4.371428571,1,0.148221101,0.942307692,0,0,24590,50,project
apache/flume,Java,9,1,0.222801647,17.26666667,3.047619048,1,0.419165215,0.702064897,0,1,220872,70,project
dinhviethoa/libetpan,C,16,1,0.179205286,6.71559633,1.52293578,1,0.036186325,0.963917526,0,1,224576,70,project
a4/a4,Python,4,1,0.226297566,74.71428571,6.428571429,1,0.013873109,0.981132075,0,0,93406,50,project
cretz/gwt-node,Java,1,0,0.415224048,3.444444444,0.333333333,1,0,0.75,0,0,18714,40,project
Yelp/dataset-examples,Python,3,1,0.329713722,1.216216216,0.945945946,1,0.343959732,0.857142857,0,0,1358,30,project
cstar/erldis,Erlang,5,0,0.171761866,2.2,0.072727273,1,0,0.842105263,0,0,4118,40,project
fusesource/jansi,Java,6,0,0.177528799,2.623076923,0.784615385,1,0.091038407,0.943396226,0,1,10424,50,project
apache/bigtop,Java,30,1,0.146284737,23.39449541,6.009174312,1,0.402520188,0.788194444,0.050167224,1,313474,80,project
tpaviot/oce,C++,4,1,0.228796133,17.05825243,2.689320388,1,0.02316121,0.995266272,0.526315789,1,3500718,60,project
residualvm/residualvm-tools,C++,5,0,0.168144914,3.586956522,0.130434783,1,0.045605998,0.979591837,0,0,48770,70,project
s9y/Serendipity,PHP,6,0,0.229206411,33.10119048,3.55952381,1,0.001810122,0.992619926,0.414285714,0,526062,70,project
freemarker/freemarker-old,Java,1,0,0.199338479,21.63076923,0.323076923,1,0.247451471,0.875,0,1,232384,50,project
kit-cel/simulink-rtl-sdr,C++,2,0,0.248502994,1.176470588,0.058823529,1,0,1,0,1,2510,20,project
OpenTSDB/tcollector,Python,21,1,0.252145086,6.038834951,1.145631068,1,0.05159843,0.931034483,0.8,0,15340,80,project
absurdhero/play-pure-maven-plugin,Java,3,1,0.168627451,1.952380952,0.142857143,1,0.042328042,1,0,0,2544,30,project
chucknthem/heatmap,Python,1,0,0.063935444,4.6,0.2,1,0,1,0,0,3016,30,project
jonotron/moment.picker,JavaScript,2,0,0.185579,2.266666667,0.133333333,1,0,1,0,0,19608,20,project
booz-allen-hamilton/bahdit,JavaScript,3,0,0.373535402,0.888888889,0,1,0,0.333333333,0,0,47372,10,project
cobyism/octocatsay,Shell,4,0,0.048484848,1,0.038461538,1,0,1,0,0,314,10,project
Strider-CD/strider,JavaScript,7,1,0.130843793,25.58510638,8.765957447,1,0,0.994495413,0.059027778,1,595930,70,project
xsolla/xsolla-sdk-php,PHP,8,1,0.109928014,4.696202532,0.151898734,1,0.429842077,1,0.4,1,11870,80,project
apache/cordova-windows,JavaScript,18,1,0.223136075,6.705263158,0.621052632,1,0,0.985477178,0.269230769,1,23236,70,project
nsqio/pynsq,Python,6,0,0.184107002,4.402173913,0.804347826,1,0.022592593,0.990740741,0,1,6222,70,project
dianping/cat,Java,5,1,0.087750196,70.89320388,10.10679612,1,0.094187804,0.993541442,0.162162162,1,1322910,80,project
apache/cordova-ios,JavaScript,21,0,0.15380305,26.68055556,2.798611111,1,0,0.98738966,0.175566935,0,57384,70,project
joearms/ezwebframe,Erlang,2,0,0.076474401,1.043478261,0.52173913,1,0,0.615384615,0,0,5700,20,project
cnlpete/ttrss,QML,2,0,0.088722313,9.066666667,1.477777778,1,0,1,1,0,59326,50,project
clusterbench/clusterbench,Java,1,1,0.239033273,3.00952381,0.323809524,1,0.052880076,0.989690722,0,1,9194,30,project
p6spy/p6spy,Java,2,1,0.227756939,7.889705882,1.992647059,1,0.362791787,0.997787611,0.16,1,30882,60,project
GNOME/evolution-activesync,C,8,0,0.249862702,16.79090909,0.090909091,1,0.442840245,1,0,0,76490,70,project
merbanan/rtl_433,C,25,1,0.230138603,25.01960784,6.666666667,1,0.414799145,0.988575269,0.488888889,1,96536,80,project
processing/processing,Java,6,0,0.32739047,58.31858407,2.5,1,0.004395803,0.983447489,0,0,218738,60,project
RayViljoen/grunt-sitemap,JavaScript,6,1,0.022265247,1.17721519,0.202531646,1,0,0.928571429,0.008389262,1,4040,40,project
openMF/mifosx-community-apps,JavaScript,5,0,0.125053807,63.88888889,0.055555556,1,0,1,0,0,471568,60,project
mozilla-comm/ical.js,JavaScript,4,1,0.195349608,8.021052632,1.621052632,1,0,0.978515625,0.29787234,0,29138,50,project
dwbutler/logstash-logger,Ruby,2,1,0.044313469,6.129032258,1.35483871,1,0.407829723,0.948905109,0.5,0,8756,50,project
inconshreveable/ngrok,Go,1,1,0.092153152,8.631578947,16.47368421,1,0,0.907407407,0.333333333,1,12472,50,project
concordion/concordion,Java,2,1,0.045282712,9.574712644,2,1,0.329908098,0.995983936,0.235294118,1,46974,50,project
PistonDevelopers/glfw-rs,Rust,6,1,0.238142489,10.82524272,1.213592233,1,0,1,0,0,7678,60,project
pskupinski/node-campbx,JavaScript,1,0,0,3,0,1,0,1,1,0,296,15,project
spotify/snakebite,Python,4,1,0.139560306,8.897435897,3.333333333,1,0.093390922,0.950892857,0,1,28336,50,project
MobileChromeApps/mobile-chrome-apps,Python,6,0,0.235668443,67.35135135,13.67567568,1,0,0.985576923,0.527272727,1,28106,70,project
stefanpenner/ember-app-kit,JavaScript,13,1,0.183507549,22.24137931,11.62068966,1,0,1,0.9,0,2812,70,project
apache/cordova-plugin-media,JavaScript,27,1,0.136827957,4.620689655,1.114942529,1,0,0.892720307,0.007215007,0,12844,70,project
cubus/icheck-rails,Ruby,2,0,0.059726962,0.807692308,0.115384615,1,0.115,1,0,0,11020,20,project
snusnu/rails-templates,Ruby,1,0,0.260663507,10.44444444,0.222222222,1,0,1,0,0,312,40,project
apache/commons-pool,Java,8,1,0.358955471,8.913793103,0.163793103,1,0.535842047,1,0.25,0,34810,80,project
leejarvis/slop,Ruby,2,1,0.121062384,10.3826087,1.260869565,1,0.529302326,0.979487179,0.666666667,0,2846,60,project
GassaFM/olymp.sty,C++,3,0,0.027634195,0.928571429,0,1,0,0.894736842,0,0,9782,5,project
flaxsearch/luwak,Java,2,1,0.288106919,8.098591549,1.169014085,1,0.414258912,0.948051948,0,1,16832,50,project
taycaldwell/riot-api-java,Java,3,0,0.438148444,7.960526316,1.605263158,1,0.045833837,0.985074627,0,0,16896,50,project
dc-js/dc.js,JavaScript,4,1,0.063960193,36.28571429,12.2755102,1,0,0.954489545,0.501522843,0,144474,40,project
endgameinc/storm-metrics-statsd,Java,4,0,0.121890547,1.714285714,0.857142857,1,0.396226415,0.75,0,0,706,30,project
Microsoft-CISL/Wake-Contrib,Java,3,0,0.24002143,3.428571429,0.214285714,1,0.35891287,1,0,0,5674,50,project
apache/climate,Jupyter Notebook,11,1,0.317717634,23.58947368,5.589473684,1,0,0.99592668,0.32,0,48906,70,project
libffi/libffi,C,12,1,0.202755084,5.393129771,1.095419847,1,0.083894294,0.959615385,0,1,106952,70,project
deis/deis,Python,9,0,0.132118677,128.8222222,0.088888889,1,0.304265403,0,0.084158416,0,384310,75,project
interagent/prmd,Ruby,8,1,0.131905524,8.297297297,2.472972973,1,0.307852098,0.972881356,0,1,8674,70,project
sksamuel/scapegoat,Scala,5,0,0.049227482,13.20987654,2.555555556,1,0,0.992718447,0.272727273,0,23138,60,project
sequenceiq/azure-rest-client,Groovy,5,0,0.14445174,6.142857143,0.142857143,1,0,1,0.15,0,5212,70,project
hynek/characteristic,Python,1,1,0.419354839,5.03030303,0.636363636,1,0,0.96875,0,1,2772,40,project
PistonDevelopers/piston,Rust,1,1,0.222042514,25.48684211,11.32894737,1,0,1,0,1,6734,40,project
google/nsscache,Python,3,0,0.260992582,4.825174825,0.41958042,1,0.561953671,1,1,0,19328,60,project
a5hik/ng-sortable,JavaScript,1,1,0.211480363,9.098039216,6.176470588,1,0,0.866197183,0.047619048,0,6264,50,project
seenaburns/stag,C,1,0,0.10998308,1.981818182,0.181818182,1,0,0.75,0,0,1052,20,project
gds-operations/vcloud-edge_gateway,Ruby,5,1,0.006523248,22.08695652,0.347826087,1,0.74306437,0.996309963,0,1,14316,60,project
rust-lang/rust,Rust,132,0,0.211622001,1042.090164,0,1,0,0,0.517857143,1,1770194,60,project
jtblin/angular-chart.js,JavaScript,3,1,0.020719738,10.08108108,16.91891892,1,0,0.916083916,0.595744681,1,10776,40,project
sberrevoets/SDCAlertView,Swift,2,1,0.049928673,8.325,2.6625,1,0.059701493,0.988095238,0,0,6660,40,project
openshift/origin,Go,24,0,0.193735686,442.8219178,2.643835616,1,0,0,0.291341814,0,6120454,65,project
postcss/autoprefixer,JavaScript,1,1,0.069346554,27.30337079,0.314606742,1,0,1,0.777777778,0,31162,50,project
